source,target
40199327,174209848
17366820,174209848
17832518,174209848
109597567,174209848
24742083,174209848
1079778314666024960,1103451361
162806642,1103451361
1284879125841416195,1103451361
1193986172281856000,1103451361
828943259653328896,1103451361
1426343592185012229,1103451361
24897930,1103451361
932218828465102848,1103451361
4880759123,1103451361
2205569881,1103451361
1332337990539108355,1103451361
2519678699,1103451361
1042849156467961858,1103451361
1194190676872839168,1103451361
122462516,1103451361
4119626644,1103451361
2863349220,1103451361
1004122796753121280,1103451361
14568279,1103451361
441532483,1103451361
708715405364301824,1103451361
3289832331,1103451361
506394272,1103451361
2663710320,1103451361
1084746708582584320,1103451361
999423708019163136,1103451361
743504627564437504,1103451361
3106037512,1103451361
733664894650875907,1103451361
4212396863,1103451361
630434540,1103451361
98914851,1103451361
1655044951,1103451361
33518029,1103451361
830165994417037315,1103451361
1143045858,1103451361
3092547670,1103451361
759086769878994944,1103451361
1536203269,1103451361
516691996,1103451361
2615018718,1103451361
861314785,1103451361
939501206,1103451361
538858701,1210025516
867054254984491008,1210025516
540685541,1210025516
21002166,1210025516
3193869172,1210025516
1244348722542268419,1282456663174393857
1371451661647015939,1282456663174393857
1247853093313798145,1282456663174393857
1467867257816686597,1282456663174393857
1422957814289403905,1282456663174393857
1251271040866582529,1282456663174393857
1343613607217659907,1282456663174393857
1283746211770531841,1282456663174393857
1090652546836951040,1282456663174393857
1131433851799166976,1282456663174393857
1430417163806990343,1282456663174393857
1368100688702607365,1282456663174393857
1096368019440308224,1282456663174393857
1244061577281667072,1282456663174393857
1240671776834760704,1282456663174393857
1324692210323959808,1282456663174393857
1463307198,1282456663174393857
1391419243086983173,1282456663174393857
1325855979704115200,1282456663174393857
1234139338293882882,1282456663174393857
1159853308892319749,1282456663174393857
1064496780946083840,1282456663174393857
1158134280658345984,1282456663174393857
349284117,1282456663174393857
1134134972489654272,1282456663174393857
1268843605197828100,1282456663174393857
1241863063403405314,1282456663174393857
2149806595,1282456663174393857
943258102182359040,998480100453732352
915320020246425600,998480100453732352
1342732249,998480100453732352
1325414387847491585,998480100453732352
111351968,998480100453732352
1443621511424794625,998480100453732352
1027223755,998480100453732352
270579206,998480100453732352
1421420471258652675,998480100453732352
2538755274,998480100453732352
273956547,998480100453732352
1250690855041748992,998480100453732352
1281653677510533120,998480100453732352
4880759123,998480100453732352
887530698923442176,998480100453732352
1295890573,998480100453732352
1347170923913293825,998480100453732352
869505956635455488,998480100453732352
2328043774,998480100453732352
3431207729,998480100453732352
1258282194373672960,998480100453732352
1095405827668746242,998480100453732352
20889160,998480100453732352
3329938126,998480100453732352
3385650023,998480100453732352
915901706290032640,998480100453732352
905881058125766656,998480100453732352
1053065850276773889,998480100453732352
1211413461323808770,998480100453732352
2360974308,998480100453732352
216368219,998480100453732352
594112759,998480100453732352
780660859,998480100453732352
1140570144034435073,998480100453732352
1099036026859864069,998480100453732352
984171898916560898,998480100453732352
1099230704469270528,998480100453732352
941407834075488256,998480100453732352
760737967,998480100453732352
29942442,998480100453732352
725944230091182081,998480100453732352
705470641277894656,998480100453732352
958543530208657411,998480100453732352
779898302531854336,998480100453732352
16658066,998480100453732352
113066761,998480100453732352
778290832516481025,998480100453732352
3406881135,998480100453732352
941266203036798976,998480100453732352
309260857,998480100453732352
1009333033,998480100453732352
414836239,998480100453732352
465709316,998480100453732352
828943259653328896,998480100453732352
1595359338,998480100453732352
17832518,998480100453732352
63424181,151931234
1293289618230710277,151931234
3804208535,592052210
3339173278,592052210
4165641459,592052210
210870282,592052210
2301314923,592052210
414574974,592052210
624587603,592052210
1112358144192192512,3238311568
90031325,3238311568
14369931,3238311568
2896161742,3238311568
902110851146055680,3238311568
3232960859,3238311568
760021461524484096,3238311568
762693817250242560,3238311568
3107836343,3238311568
821286273243549697,3238311568
3289832331,3238311568
616297671,3238311568
3049972011,3238311568
280534430,3238311568
1058855480,3238311568
725685591904522240,3238311568
2479993489,3238311568
170257921,3238311568
4873729781,3238311568
4827713523,3238311568
1972621849,3238311568
281946056,3238311568
811203654,3238311568
210870282,3238311568
380541929,3238311568
2475803521,3238311568
516691996,3238311568
2541962930,3238311568
22249930,3238311568
2834883495,3238311568
63098819,3238311568
1898344544,3238311568
139888059,496441541
1220801966,496441541
743357929462472705,496441541
912575676699566080,496441541
3235211249,496441541
820197004055871490,496441541
2577276560,496441541
747649786149507077,496441541
2420436650,496441541
29258300,496441541
39519944,496441541
3049972011,496441541
29035079,496441541
3676210577,496441541
38935543,496441541
210870282,496441541
37664589,496441541
3165329290,496441541
1322628026,496441541
73864039,496441541
461410712,496441541
2150785087,496441541
256012398,496441541
70922355,496441541
301318679,496441541
2615018718,496441541
83586406,496441541
414574974,496441541
9807052,496441541
593564542,496441541
83545627,496441541
1031005303,496441541
730284872,496441541
217168395,74979545
2792470475,74979545
991580616884916229,74979545
1152638785152327680,74979545
1123098145141993472,74979545
1898344544,74979545
39464300,74979545
903643149259726848,74979545
113925365,74979545
132208867,74979545
2296138922,74979545
3049972011,74979545
1160790912,74979545
123230534,74979545
482310295,74979545
192669829,74979545
1065560144,74979545
199202204,74979545
261153946,74979545
16735555,74979545
7331,74979545
34976713,74979545
974118210,74979545
717959059,74979545
20530141,74979545
248601066,74979545
28970001,74979545
225344886,74979545
14474602,74979545
157966446,74979545
20058723,74979545
187890851,74979545
136753296,74979545
87541138,74979545
21390444,74979545
55496214,74979545
22489190,74979545
94513864,74979545
14645912,74979545
106350970,74979545
7841012,74979545
27653281,74979545
58168949,74979545
119049572,464323380
138690164,464323380
3049972011,464323380
622201577,1083887810
63428105,104568005
32915119,2605253858
1282710219152412672,2605253858
604796505,2605253858
368399981,2605253858
3080254761,2605253858
1207456707926020097,2605253858
724347373363843072,2605253858
1295657210018697223,2605253858
2387479596,2605253858
1211413461323808770,2605253858
1012138788,2605253858
777770893938454528,2605253858
1264499273460338688,450019117
507849885,450019117
71875506,501159379
1244325594470526977,501159379
2410535585,501159379
210870282,501159379
1264499273460338688,501159379
1145546352,501159379
1243225522001281026,501159379
2790155502,501159379
502866724,501159379
4143305891,501159379
157966446,501159379
790338566,501159379
309260857,501159379
1053065850276773889,501159379
928636594038468614,501159379
1013119240268894215,501159379
778290832516481025,501159379
78005513,501159379
4842044746,501159379
977095428,501159379
111351968,501159379
993143935638884353,501159379
3010809119,501159379
132117710,501159379
703574390521339904,501159379
14214261,501159379
809099134284206080,501159379
1137131899,501159379
32363034,501159379
17366820,501159379
496441541,501159379
33482612,501159379
1058855480,501159379
439128804,501159379
428933356,501159379
161605333,501159379
324243627,36190662
3844777606,36190662
2787134962,36190662
375526114,36190662
1133795387167387648,716506766243184641
1218917936649441280,716506766243184641
1403759199658594307,716506766243184641
712225263078268928,716506766243184641
1358292680111972352,716506766243184641
1315198573,716506766243184641
439428335,716506766243184641
262864117,716506766243184641
1221706250330812417,716506766243184641
95388147,716506766243184641
1081256727859945473,716506766243184641
2887897833,716506766243184641
4795416157,716506766243184641
1038451367784984576,716506766243184641
380984454,716506766243184641
42744615,716506766243184641
752183582085480448,716506766243184641
817329227393540096,716506766243184641
1281653677510533120,716506766243184641
2532566142,716506766243184641
932218828465102848,716506766243184641
58413697,716506766243184641
1325184680,716506766243184641
813299189752983552,716506766243184641
1194190676872839168,716506766243184641
887530698923442176,716506766243184641
92005614,716506766243184641
739824740869771264,716506766243184641
3106037512,716506766243184641
1331728897,716506766243184641
3049972011,716506766243184641
941650250523201536,716506766243184641
1011652742350278658,716506766243184641
1459349586,716506766243184641
154594907,716506766243184641
3042367666,716506766243184641
883359957944553472,716506766243184641
766337459487662080,716506766243184641
3067819997,716506766243184641
480400232,716506766243184641
132985799,716506766243184641
227075400,716506766243184641
580842821,716506766243184641
439128804,716506766243184641
33874890,716506766243184641
3823317141,716506766243184641
148111855,716506766243184641
29413635,716506766243184641
392282526,716506766243184641
102821475,716506766243184641
37664589,716506766243184641
73959945,716506766243184641
2863349220,716506766243184641
20530141,217174392
724179548,217174392
359956614,217174392
241883870,217174392
75419154,767880727
14723628,767880727
1430136747162210304,767880727
1346816172336017415,767880727
546175525,767880727
1187000692617240576,767880727
73985850,767880727
1332112269795319809,767880727
1334162066979106817,767880727
116145753,767880727
3049972011,767880727
1898344544,767880727
1043113717930622978,767880727
4119626644,767880727
1084746708582584320,767880727
723910423788003328,767880727
806247089529294848,767880727
2976668837,767880727
857377730488401920,767880727
29022030,767880727
1079778314666024960,767880727
1241515496874430470,767880727
1183900837212545025,767880727
32353749,767880727
67713107,767880727
961595439677083648,767880727
225344886,767880727
913103172499120133,767880727
99210255,767880727
4925702703,767880727
1036542253609701376,767880727
2254799006,767880727
246750632,767880727
2534588982,1051676247586234368
917499473349300224,1051676247586234368
2280728720,1051676247586234368
14216489,95078340
2381944874,95078340
95982705,95078340
311077078,95078340
3092547670,95078340
786926298975367168,95078340
3416217880,95078340
713421398258089984,95078340
3102135736,95078340
2510234029,95078340
2801740075,95078340
567685365,95078340
40990259,95078340
104831649,95078340
32836658,95078340
469627856,95078340
24675815,95078340
240208181,95078340
284496017,95078340
133191196,95078340
62556273,95078340
380541929,263629550
62034498,263629550
918642436519464960,263629550
62927514,263629550
127856236,263629550
34606939,263629550
37943427,263629550
1555680745,263629550
86794995,263629550
26310575,263629550
876078746,263629550
73237799,263629550
390539520,263629550
44488915,263629550
16935134,263629550
20498199,263629550
34563828,263629550
425059976,263629550
1062766831,263629550
16052856,263629550
110991471,263629550
472347995,263629550
14962672,263629550
17546573,263629550
44841510,263629550
382148314,263629550
63098819,263629550
364440306,263629550
43751909,263629550
22527625,263629550
24742083,263629550
42871150,263629550
163206496,263629550
266240873,263629550
36023434,263629550
137310337,263629550
84064860,263629550
22904829,263629550
19990083,263629550
104494158,263629550
993848943573372929,1403696277293092864
828943259653328896,1403696277293092864
2338074109,1403696277293092864
168203684,1403696277293092864
1702042254,1403696277293092864
3080157394,1403696277293092864
1421420471258652675,1403696277293092864
3019461083,1403696277293092864
1092474771412004874,1403696277293092864
910838153191321602,1403696277293092864
4546964302,1403696277293092864
867881196931436544,1403696277293092864
2957640407,1403696277293092864
89548527,1403696277293092864
1053537703709544448,1403696277293092864
1031215647051710465,1403696277293092864
1418655232293232647,1403696277293092864
1347508423483674624,1403696277293092864
1368690684501389312,1403696277293092864
909387404838129664,1403696277293092864
187107975,1403696277293092864
1004280913642098688,1403696277293092864
3289832331,1403696277293092864
1344431338246516736,1403696277293092864
1274772200516657152,1403696277293092864
3145295265,1403696277293092864
1138606920946933762,1403696277293092864
1325414387847491585,1403696277293092864
1281653677510533120,1403696277293092864
579152694,1403696277293092864
1443621511424794625,1403696277293092864
953604352303947776,1403696277293092864
2796117916,1403696277293092864
1359899736,1403696277293092864
72121242,1403696277293092864
107499466,1403696277293092864
594112759,1403696277293092864
2410535585,1403696277293092864
2450195023,1403696277293092864
1426343592185012229,1403696277293092864
1140570144034435073,1403696277293092864
728501877831290884,1403696277293092864
1246129134264373249,1403696277293092864
1417222529912082433,1403696277293092864
1315174660225597440,1403696277293092864
475184837,1403696277293092864
1418256084142329862,1403696277293092864
2538755274,1403696277293092864
1195156320,1403696277293092864
1206866599644422144,1403696277293092864
1412684346968969220,1403696277293092864
780660859,1403696277293092864
1099230704469270528,1403696277293092864
1095405827668746242,1403696277293092864
1231268431170867200,1403696277293092864
941266203036798976,1403696277293092864
1384104521228451843,740230434
864142801784754176,740230434
1148922446218747904,740230434
1729992578,740230434
1241167426160660482,1080356127320272896
2863607769,1080356127320272896
1244325594470526977,1080356127320272896
1332112269795319809,1080356127320272896
32816585,1080356127320272896
1079778314666024960,1080356127320272896
1280043687481835526,1080356127320272896
887530698923442176,1080356127320272896
2410535585,1080356127320272896
2598118526,1080356127320272896
1385476140,1080356127320272896
1253653461587177474,1080356127320272896
1385647358,1080356127320272896
1241515496874430470,1080356127320272896
2795928108,1080356127320272896
999423708019163136,1080356127320272896
956426306471817216,1080356127320272896
903412416,1080356127320272896
1342732249,1080356127320272896
1316223600,1080356127320272896
973836818041987072,1080356127320272896
940251780256059392,1080356127320272896
463262629,1080356127320272896
133003124,1080356127320272896
839428890351239171,1080356127320272896
57665578,1080356127320272896
506394272,1080356127320272896
27861988,1080356127320272896
1148922446218747904,1080356127320272896
58033493,1080356127320272896
2970399832,1080356127320272896
730284872,1080356127320272896
977095428,1080356127320272896
3419662145,1080356127320272896
2380309356,1080356127320272896
943223526248599552,1080356127320272896
22036901,1080356127320272896
104435756,1080356127320272896
2328043774,1080356127320272896
3106037512,1080356127320272896
79455373,1080356127320272896
3297556244,1080356127320272896
953553849402429440,1080356127320272896
546175525,1080356127320272896
2959968653,1080356127320272896
2663710320,1080356127320272896
34696167,1080356127320272896
314006985,1080356127320272896
225869050,1080356127320272896
193347966,1080356127320272896
732804402,1080356127320272896
14562671,1080356127320272896
33518029,1080356127320272896
3026279435,1080356127320272896
80529673,1080356127320272896
812616124709961729,1080356127320272896
2890841380,1080356127320272896
755061256428683265,1080356127320272896
1294840387,1080356127320272896
27604135,1080356127320272896
217168395,1080356127320272896
3291463478,1080356127320272896
7331,1080356127320272896
3407636147,1080356127320272896
744863908893097985,1080356127320272896
43751909,1080356127320272896
38003542,1080356127320272896
3512016015,1080356127320272896
1143045858,1080356127320272896
114981402,1080356127320272896
728304710927712256,1080356127320272896
2731764105,1080356127320272896
381444583,1080356127320272896
176157122,1080356127320272896
60393946,1080356127320272896
680383,1080356127320272896
933771733668106240,1080356127320272896
364875200,1080356127320272896
14568279,1080356127320272896
93612817,1080356127320272896
1655044951,1080356127320272896
380984454,1080356127320272896
1047466001418338304,1080356127320272896
840890475926163457,1080356127320272896
502866724,1080356127320272896
938878729828339717,3006010935
42744615,3006010935
33445921,3006010935
1002856701341691904,3006010935
2461926124,3006010935
3236367951,3006010935
3394535777,3006010935
211797906,17928039
153204201,17928039
22036901,17928039
834074272788258817,17928039
1065560144,17928039
21359485,17928039
79455373,17928039
1385647358,17928039
14214261,17928039
1316223600,17928039
38003542,17928039
1311028620,17928039
93612817,17928039
270521418,17928039
299841606,17928039
439128804,17928039
170667371,17928039
26122016,17928039
105580379,17928039
43751909,17928039
213048153,17928039
53904666,17928039
18307878,17928039
40199327,17928039
32969572,17928039
157966446,17928039
165677083,17928039
158815665,17928039
14645912,17928039
14474602,17928039
288714253,17928039
24929889,17928039
27861988,17928039
14402768,17928039
24675815,17928039
14412329,17928039
20970334,17928039
42265020,17928039
74695779,17928039
850652263366488066,1095611834089066497
29518925,1095611834089066497
487001767,1095611834089066497
113066761,1095611834089066497
90380933,1095611834089066497
34696167,1214250020192407552
2338074109,1214250020192407552
475209311,1214250020192407552
1252967702056009728,1214250020192407552
1170278156080734210,1214250020192407552
1129085995864006656,1214250020192407552
381088456,1214250020192407552
429138551,1214250020192407552
105184197,1214250020192407552
1325414387847491585,1214250020192407552
1412600736,1214250020192407552
1346816172336017415,1214250020192407552
398954321,1214250020192407552
24897930,1214250020192407552
1277002716204740608,1214250020192407552
32363034,1214250020192407552
3266299086,1214250020192407552
858102156,1214250020192407552
1443445219261833220,1214250020192407552
33518029,1214250020192407552
394012459,1214250020192407552
1295890573,1214250020192407552
1241515496874430470,1214250020192407552
1195966664183091200,1214250020192407552
789458775887544320,1214250020192407552
2751515846,1214250020192407552
1376219496311054340,1214250020192407552
970012157269114881,1214250020192407552
20970334,1214250020192407552
1395627468296491014,1214250020192407552
301045554,1214250020192407552
4860951638,1214250020192407552
994128289609453568,1214250020192407552
1098318609087107073,1214250020192407552
2616312118,1214250020192407552
812616124709961729,1214250020192407552
4858701719,1214250020192407552
1347687113601527812,1214250020192407552
1332337990539108355,1214250020192407552
1212803859640242176,1214250020192407552
3106037512,1214250020192407552
18016709,1214250020192407552
1334162066979106817,1214250020192407552
4000659178,1214250020192407552
276578380,1214250020192407552
1326477270287069184,1214250020192407552
2340712791,1214250020192407552
1004122796753121280,1214250020192407552
1084746708582584320,1214250020192407552
1176411628872617984,1214250020192407552
122462516,1214250020192407552
339638354,1214250020192407552
1174346100402266116,1214250020192407552
2890841380,1214250020192407552
705480766181007360,1214250020192407552
3297556244,1214250020192407552
2598118526,1214250020192407552
1413140130,1214250020192407552
947854507,1214250020192407552
961595439677083648,1214250020192407552
73985850,1214250020192407552
558852831,1214250020192407552
14418945,1214250020192407552
1368544208907337730,1214250020192407552
2410535585,1214250020192407552
1231305960720912384,1214250020192407552
4084752742,1214250020192407552
269940296,1214250020192407552
3020019423,1214250020192407552
840872460090265600,1214250020192407552
282654533,1214250020192407552
3092775645,1214250020192407552
364875200,1214250020192407552
1244739841272811525,1214250020192407552
441532483,1214250020192407552
1143045858,1214250020192407552
1079778314666024960,1214250020192407552
1244325594470526977,1214250020192407552
824943963018784771,1214250020192407552
14568279,1214250020192407552
28568751,1214250020192407552
1655044951,1214250020192407552
4119626644,1214250020192407552
78563125,1214250020192407552
953553849402429440,1214250020192407552
1705185548,1214250020192407552
840890475926163457,1214250020192407552
887530698923442176,1214250020192407552
3407636147,1214250020192407552
3238799285,41946531
3102135736,41946531
3289832331,41946531
3246174526,41946531
2381944874,41946531
3120775190,41946531
1120786934778007554,1155942976666972163
1444389517,1155942976666972163
14214261,73215885
95982705,73215885
75419154,73215885
2235109416,73215885
129661927,73215885
44356803,73215885
507849885,73215885
52346926,73215885
19336441,73215885
1070135749,849771310167228416
810975665889705984,71634227
1247878192087445504,71634227
755720370418749440,71634227
1306686218772635649,71634227
806089553438183426,71634227
210690183,71634227
992386599840251904,71634227
1124234072694431745,71634227
91880313,71634227
1091327486070272001,71634227
477735804,71634227
1082686588424015877,71634227
170257921,71634227
137310688,71634227
824236057067749376,71634227
973908401792135169,71634227
703602985436377088,71634227
828512012636389376,71634227
264081297,71634227
727635205905854465,71634227
119023349,71634227
1960152553,71634227
44488915,71634227
69531115,71634227
380541929,71634227
40944483,71634227
57937582,71634227
24929889,71634227
30429217,71634227
601779511,71634227
946539265,71634227
109329849,71634227
109597567,71634227
28250695,71634227
280534430,71634227
2179665031,71634227
563944571,71634227
402991230,71634227
3747206242,273040953
1183099842421243904,1276264293609222144
946539265,1276264293609222144
11584022,1276264293609222144
3131095881,1276264293609222144
209007286,1276264293609222144
1456367838181183492,1276264293609222144
1027223755,1276264293609222144
273956547,1276264293609222144
1206866599644422144,1276264293609222144
1138606920946933762,1276264293609222144
26798344,1276264293609222144
270579206,1276264293609222144
2538755274,1276264293609222144
928254495104163840,1276264293609222144
365369782,1276264293609222144
1972621849,1276264293609222144
114262274,1276264293609222144
21884571,1276264293609222144
4736438601,1276264293609222144
1244655050493956097,1276264293609222144
938527800893607937,1276264293609222144
2254799006,264081297
936955799728984064,264081297
8655572,264081297
16541724,264081297
14382918,264081297
852636637,264081297
229819854,264081297
208280030,264081297
57937582,264081297
7937552,264081297
4714342053,264081297
601779511,264081297
727635205905854465,264081297
294581783,264081297
68397536,264081297
44088672,264081297
17820931,264081297
806431891872157696,18326630
17560329,18326630
217168395,292279020
458493949,292279020
540681841,292279020
2760122922,292279020
2387915120,292279020
1322586748413759491,292279020
1036252963453501441,292279020
1395627468296491014,292279020
968590708054601728,292279020
932218828465102848,292279020
1280043687481835526,292279020
3291383986,292279020
4185670835,292279020
1306184062902636549,292279020
1214250020192407552,292279020
3734967381,292279020
108952589,292279020
1243331363945828352,292279020
216657141,292279020
558852831,292279020
1367517901037727745,292279020
73985850,292279020
1325414387847491585,292279020
1332112269795319809,292279020
2410535585,292279020
793550612847792128,292279020
630573876,292279020
158759675,292279020
1348309646264725506,292279020
1705185548,292279020
961595439677083648,292279020
1275574292,292279020
951881778,292279020
815735581686767616,292279020
2205569881,292279020
154594907,292279020
1183900837212545025,292279020
282654533,292279020
4833411226,292279020
1307998484390391809,292279020
1342732249,292279020
824943963018784771,292279020
1133795387167387648,292279020
267622513,292279020
4119626644,292279020
994128289609453568,292279020
789458775887544320,292279020
1042370149980880899,292279020
1276589525070946305,292279020
2731764105,292279020
887530698923442176,292279020
502866724,292279020
1412600736,292279020
1126475560891428864,292279020
744529044,292279020
1193986172281856000,292279020
1084746708582584320,292279020
461980094,292279020
2890841380,292279020
970012157269114881,292279020
840844885389410305,292279020
4000659178,292279020
3106037512,292279020
92005614,292279020
4143305891,292279020
29022030,292279020
2976668837,292279020
89237878,292279020
3010809119,292279020
14568279,292279020
330844464,292279020
2838294069,292279020
17843195,292279020
339638354,292279020
40990259,292279020
580842821,292279020
441532483,292279020
743504627564437504,292279020
708715405364301824,292279020
1655044951,292279020
296313427,292279020
2380309356,292279020
3297556244,292279020
712193203,292279020
2254799006,292279020
246750632,292279020
935493083856326657,481528229
347825750,481528229
366560509,481528229
567223971,236430473
2532230840,236430473
2225055199,236430473
782089730,782821297894125568
1252967702056009728,782821297894125568
1346816172336017415,782821297894125568
1439215252672065541,782821297894125568
450719474,782821297894125568
2618865860,782821297894125568
126110829,782821297894125568
1403759199658594307,782821297894125568
216311245,782821297894125568
1103451361,782821297894125568
962335206156963842,782821297894125568
881166478321627137,782821297894125568
961967707771101185,782821297894125568
1224628519,782821297894125568
1193986172281856000,782821297894125568
1281653677510533120,782821297894125568
961898615844278278,782821297894125568
1332112269795319809,782821297894125568
1084746708582584320,782821297894125568
3049972011,782821297894125568
1425076314,782821297894125568
1334162066979106817,782821297894125568
1216049649833869312,782821297894125568
306097067,782821297894125568
982193536782090240,782821297894125568
1050639744,782821297894125568
4119626644,782821297894125568
1385476140,782821297894125568
789458775887544320,782821297894125568
988720059009859584,782821297894125568
216367839,782821297894125568
240167674,782821297894125568
1265585696997326851,782821297894125568
49067590,782821297894125568
2301314923,782821297894125568
36512649,782821297894125568
380984454,782821297894125568
865302491717672960,782821297894125568
88897287,782821297894125568
3674253322,782821297894125568
441532483,782821297894125568
956426306471817216,782821297894125568
447942957,782821297894125568
245928975,782821297894125568
1342732249,782821297894125568
869895020454834176,782821297894125568
1240252237496139776,782821297894125568
2976668837,782821297894125568
883359957944553472,782821297894125568
955720799339581440,782821297894125568
2461926124,782821297894125568
917749273827082241,782821297894125568
935213500741365760,782821297894125568
282736355,782821297894125568
2637338201,782821297894125568
1177676903072829441,782821297894125568
29942442,782821297894125568
42744615,782821297894125568
33482612,782821297894125568
217168395,782821297894125568
1172512356469018626,782821297894125568
746321068995010561,782821297894125568
636186840,782821297894125568
1136337083684073473,782821297894125568
37508425,782821297894125568
92005614,782821297894125568
1088893773558489091,782821297894125568
85439355,782821297894125568
148111855,782821297894125568
2805191663,782821297894125568
114981402,782821297894125568
781755176269058048,782821297894125568
67128034,782821297894125568
857377730488401920,782821297894125568
37940287,782821297894125568
330844464,782821297894125568
903174485712527364,782821297894125568
1049184835066126336,782821297894125568
3607544535,782821297894125568
73959945,782821297894125568
51727668,782821297894125568
4927548623,721747525590523904
2605253858,721747525590523904
2387542789,721747525590523904
938742953895481344,721747525590523904
2212230188,721747525590523904
2756903382,721747525590523904
3080254761,721747525590523904
2387467532,721747525590523904
3806221216,721747525590523904
824236057067749376,721747525590523904
3046867870,721747525590523904
751284361,721747525590523904
1073023696334393344,721747525590523904
1049956596841926656,721747525590523904
2387479596,721747525590523904
843187697116237825,721747525590523904
959921877450928128,721747525590523904
18762496,1209917365074436096
1079778314666024960,1209917365074436096
1252611981376446464,98663148
824236057067749376,98663148
762693817250242560,98663148
49747689,98663148
3238799285,98663148
1217720905,98663148
72239976,98663148
2251713860,98663148
80529673,98663148
3300492023,98663148
281525835,98663148
79455373,98663148
313452654,98663148
1379984834,98663148
342875902,98663148
43523378,98663148
22494857,98663148
2766889970,98663148
725680999,98663148
75419154,98663148
2615018718,98663148
369161922,98663148
50072714,98663148
2450252899,98663148
24742083,98663148
450719474,98663148
34606939,98663148
1316223600,98663148
157431002,98663148
1160790912,98663148
384444395,98663148
516691996,98663148
29258300,98663148
613478541,98663148
17560329,98663148
563944571,98663148
46944842,98663148
217262382,98663148
38935543,98663148
616297671,98663148
74563245,98663148
62891801,98663148
724179548,98663148
55257109,98663148
14562671,98663148
90031325,98663148
413168304,98663148
20530141,98663148
121128303,98663148
20284782,98663148
191421710,98663148
148111855,98663148
19487774,98663148
42265020,98663148
66638375,98663148
18307878,98663148
219837697,955294305568124930
1274772200516657152,955294305568124930
1027223755,955294305568124930
89548527,955294305568124930
1350947236650377219,955294305568124930
579152694,955294305568124930
1428381265548435457,955294305568124930
1281653677510533120,955294305568124930
1412684346968969220,955294305568124930
907003734655422469,955294305568124930
1347229978526674951,955294305568124930
2450195023,955294305568124930
1138606920946933762,955294305568124930
1364868522652930051,955294305568124930
1285522463154155520,955294305568124930
1258282194373672960,955294305568124930
26122016,955294305568124930
1303014408386490368,955294305568124930
1203649280151609344,955294305568124930
1092474771412004874,955294305568124930
4704179107,955294305568124930
3385650023,955294305568124930
29942442,955294305568124930
974368973402902528,955294305568124930
993848943573372929,955294305568124930
1140570144034435073,955294305568124930
2887897833,955294305568124930
1131680176801292288,955294305568124930
953604352303947776,955294305568124930
1031215647051710465,955294305568124930
1099230704469270528,955294305568124930
16565200,955294305568124930
1598209838,955294305568124930
1099341507184726016,955294305568124930
2538755274,955294305568124930
1056865042099040256,955294305568124930
928254495104163840,955294305568124930
637252873,955294305568124930
1255035602,955294305568124930
717943315,955294305568124930
210870282,955294305568124930
1595359338,955294305568124930
1004280913642098688,955294305568124930
876001477944365057,955294305568124930
600683564,955294305568124930
1413140130,955294305568124930
2790155502,955294305568124930
157966446,955294305568124930
78005513,955294305568124930
3092547670,955294305568124930
828943259653328896,955294305568124930
764575749198192640,955294305568124930
2399966502,955294305568124930
779898302531854336,955294305568124930
188449790,955294305568124930
475184837,955294305568124930
44610685,425059976
857855064219799552,425059976
1332112269795319809,425059976
380541929,425059976
62927514,425059976
857321345994162177,425059976
918642436519464960,425059976
955720799339581440,425059976
127856236,425059976
1555680745,425059976
32363034,425059976
365114877,425059976
26310575,425059976
19990083,425059976
3073149573,425059976
876078746,425059976
73237799,425059976
1287193939,425059976
194727287,425059976
2254799006,425059976
44841510,425059976
44488915,425059976
84064860,425059976
43751909,425059976
382148314,425059976
2150732394,425059976
16935134,425059976
86794995,425059976
34606939,425059976
104494158,425059976
20498199,425059976
113925365,425059976
19487774,425059976
263629550,425059976
14155156,425059976
22527625,425059976
22904829,425059976
1062766831,425059976
36023434,425059976
1261061743398223872,902033702921932801
594112759,902033702921932801
3092319163,902033702921932801
1084746708582584320,56106267
1487317938,56106267
1923294468,56106267
70922355,56106267
363807558,56106267
3705765382,56106267
3247754711,56106267
1322628026,56106267
2964157371,56106267
2282656489,56106267
42628253,56106267
34563828,56106267
351988701,56106267
593564542,56106267
939249498,56106267
563221971,56106267
211823520,56106267
381229460,56106267
245334659,56106267
155821457,56106267
119381180,56106267
84022913,56106267
83545627,56106267
43523378,298145691
312157319,298145691
1206866599644422144,1334162066979106817
790338566,1334162066979106817
1027223755,1334162066979106817
2450195023,1334162066979106817
1443621511424794625,1334162066979106817
780660859,1334162066979106817
1412684346968969220,1334162066979106817
1347687113601527812,1334162066979106817
1325414387847491585,1334162066979106817
962335206156963842,1334162066979106817
843873610024587264,1334162066979106817
80459232,1334162066979106817
1036252963453501441,1334162066979106817
1344288490117345287,1334162066979106817
1258282194373672960,1334162066979106817
1351227694508351493,1334162066979106817
932218828465102848,1334162066979106817
2890841380,1334162066979106817
1187000692617240576,1334162066979106817
4860951638,1334162066979106817
4000659178,1334162066979106817
1306184062902636549,1334162066979106817
3029631768,1334162066979106817
1079778314666024960,1334162066979106817
1332112269795319809,1334162066979106817
1084746708582584320,1334162066979106817
953553849402429440,1334162066979106817
2387915120,858102156
1458481411367784450,858102156
558852831,858102156
1170278156080734210,858102156
1435818073316020227,858102156
2338074109,858102156
75419154,858102156
401306471,858102156
824943963018784771,858102156
1195966664183091200,858102156
108952589,858102156
744863908893097985,858102156
