source,target
1246585461084127232,928340509826875393
475319916,928340509826875393
280534430,841588167593607168
290661913,841588167593607168
108952589,841588167593607168
2987149120,841588167593607168
2219561426,4123455857
763328983,4123455857
106769241,82609008
1353992020759601152,82609008
98914851,82609008
846091879636717568,82609008
1346816172336017415,901732685789396994
960252448647663618,901732685789396994
4119626644,901732685789396994
37629519,901732685789396994
2299683990,604010205
74695779,604010205
1064990046560952326,4385470816
1099230704469270528,1416874648176893955
941266203036798976,1416874648176893955
4332303406,826170357455294464
1282710219152412672,826170357455294464
2924681292,826170357455294464
4833411226,826170357455294464
3092775645,3358820254
2180560236,3358820254
828512012636389376,3358820254
1068163348775280640,516523890
1220801966,516523890
716506766243184641,2570936920
953553849402429440,2570936920
37714330,2570936920
1306502114148003845,844835184948109312
463262629,844835184948109312
1332112269795319809,844835184948109312
953553849402429440,844835184948109312
4119626644,844835184948109312
1655044951,844835184948109312
3092775645,844835184948109312
32969572,844835184948109312
1071361046240264193,1431570655443668993
1268246761447067652,1431570655443668993
1329338715425136641,1431570655443668993
243907345,1431570655443668993
734114026708475904,1431570655443668993
805797978304868352,1431570655443668993
104435756,48411029
7937552,48411029
4119626644,1118276778324262912
890834874852139009,1118276778324262912
32363034,268270512
73864039,268270512
1377529507486269440,1290386202445709319
890460484029345792,1290386202445709319
2819529281,1290386202445709319
1289284747269738497,1290386202445709319
2381944874,1290386202445709319
498183969,1290386202445709319
2649302995,822647005705080834
37664589,822647005705080834
883992541724651521,822647005705080834
593564542,822647005705080834
230295900,822647005705080834
20515037,822647005705080834
2904170685,464500213
828512012636389376,4172273003
24897930,1221706250330812417
306097067,1221706250330812417
624587899,53375371
102023324,53375371
907003734655422469,1251890503076974593
92035805,82031856
3049972011,84320680
1040252979306274816,255663482
69022145,255663482
4119626644,255663482
1571006647,255663482
299243517,255663482
309260857,255663482
4119626644,995333340025769984
38003542,995333340025769984
376136226,995333340025769984
1231305960720912384,1459977769652297732
1129752684834304000,1459977769652297732
98914851,1459977769652297732
3092775645,1362117367032119297
296313427,1362117367032119297
1085530927,1362117367032119297
1240252237496139776,71359104
76439953,71359104
839428890351239171,1265010895626829824
200257948,1265010895626829824
941266203036798976,978583118029426688
1048288820167360514,1359367357
1500804854,1049836082307592192
990779461,1049836082307592192
1255387147986747393,1275921613339406336
860585317484703746,1275921613339406336
936991311432945664,1051935461718016001
1012789432854904832,1051935461718016001
479654764,1051935461718016001
16735555,21639882
167054948,21639882
92975740,21639882
4824964888,1071748456438530048
3026842371,1071748456438530048
1212803859640242176,1196563273958723586
63424181,758973836524072960
45679697,743804716015099904
4829149353,743804716015099904
849118132920885249,743804716015099904
1351790310670659584,835877880
953553849402429440,835877880
213048153,504523128
1613942444,2248009794
211823520,2248009794
788460762238976000,2248009794
1699793388,2248009794
933654885693829122,245439639
1058755573532016640,1225501411225542656
91446501,3045105423
4880759123,3045105423
30429217,2773157558
33584351,420276080
392852671,420276080
29022030,420276080
17546573,420276080
759086769878994944,831269396337274881
2288200046,831269396337274881
4119626644,1311957629669965825
1218917936649441280,1090387066205159425
953604352303947776,1090387066205159425
1105076343090409474,1090387066205159425
941650250523201536,1090387066205159425
1011652742350278658,1090387066205159425
1376385618687709184,1378901870
958610105402052609,1378901870
1536208236,1378901870
712285233073229824,1378901870
1332112269795319809,1224955939389874177
255403731,1224955939389874177
1219183908077686784,1224955939389874177
1565809416,1224955939389874177
2301314923,1224955939389874177
899544089678536704,1224955939389874177
1351790310670659584,4908932475
826134833176915969,2927283657
14568279,136600812
213349793,136600812
1084746708582584320,1334954939077054464
953553849402429440,1334954939077054464
32363034,108056809
1036252963453501441,334178394
1375390022854148098,1170267919768530944
1241515496874430470,1211238155443044354
617094473,1211238155443044354
157966446,1211238155443044354
1280043687481835526,1211238155443044354
1172512356469018626,1211238155443044354
1136337083684073473,1211238155443044354
1242816081007443968,1242179454681612291
1004122796753121280,1218917936649441280
4119626644,1218917936649441280
274919839,1311706102317412373
926225232,1311706102317412373
49067590,1311706102317412373
820197004055871490,1311706102317412373
1065560144,1311706102317412373
14216489,1311706102317412373
1316223600,1311706102317412373
495744897,860864949006073857
394012459,3438855610
296313427,3438855610
330844464,3438855610
716529781,1176717547
1852485517,592955546
1183425028148338689,1217382479620911104
840890475926163457,893619246
364875200,893619246
1395627468296491014,893619246
953553849402429440,893619246
96112657,893619246
245462771,893619246
28154631,15382565
274273853,1384928095325597706
157966446,1328061193509023744
210135868,1328061193509023744
1162664958,1328061193509023744
29942442,1363106127131639809
1428381265548435457,1363106127131639809
1008662348,1363106127131639809
4185670835,1363106127131639809
2502255529,1363106127131639809
1332112269795319809,1363106127131639809
51727668,1363106127131639809
725611764658900992,4902680063
764575749198192640,4902680063
594112759,4902680063
98914851,4902680063
280534430,44332805
852636637,44332805
1138606920946933762,168791731
219837697,168791731
1524464713,168791731
601779511,806089553438183426
1247878192087445504,806089553438183426
1124234072694431745,806089553438183426
137310688,806089553438183426
1082686588424015877,806089553438183426
973908401792135169,806089553438183426
727635205905854465,806089553438183426
71634227,806089553438183426
703602985436377088,806089553438183426
1091327486070272001,806089553438183426
4119626644,2894545300
210870282,2894545300
786106144435601408,2894545300
3131331021,2894545300
3516165256,2894545300
33518029,909091389983612961
777789978768269312,1303380549998964744
953604352303947776,1303380549998964744
1364868522652930051,1303380549998964744
941266203036798976,1303380549998964744
1702042254,1303380549998964744
780660859,1303380549998964744
47336638,1035760123
1244325594470526977,1035760123
2542515740,1035760123
873991822518996992,746389907892015111
3332287960,746389907892015111
1339144052,746389907892015111
988713668098617344,2249149748
901527621288292358,2249149748
3264854057,2249149748
19069859,2249149748
2424140240,2249149748
926225232,877108834443169792
1445827750116343811,1356515932902940673
1422123218245144577,1356515932902940673
1325855979704115200,1356515932902940673
1406934341578592257,722798244
1377613375,722798244
1051522247553425412,722798244
1203828379100815367,722798244
1231634794259386369,722798244
978346342195056641,722798244
466804642,433368306
1044677274266685440,433368306
170257921,433368306
703602985436377088,433368306
1343772679,433368306
1180072525,560482487
1377006169059901444,560482487
3377328015,560482487
2302581014,2315532440
1012802499827388418,42666056
927644373327769600,142633755
4880759123,142633755
312583901,142633755
46399956,142633755
15801070,142633755
1192636285,832471434043613186
985903819203710977,832471434043613186
1115692944730673152,832471434043613186
125458603,832471434043613186
4085388616,832471434043613186
3010809119,1274009176038088705
970012157269114881,1274009176038088705
398954321,1274009176038088705
809099134284206080,1274009176038088705
1379984834,33483407
352481576,716229349083594752
436175146,716229349083594752
988720059009859584,716229349083594752
990575555123793920,716229349083594752
872883147616202752,2892072539
1099230704469270528,1001530759126056960
1443621511424794625,1001530759126056960
104151416,1001530759126056960
1364868522652930051,1001530759126056960
941407834075488256,1001530759126056960
473869910,1094368710
1102565865764065281,3148060019
280534430,30429217
601779511,30429217
413168304,30429217
4075234643,390372711
743357929462472705,390372711
3358478140,1295665391897903104
938527800893607937,1295665391897903104
2415763086,2565635126
4084752742,2565635126
1433966413,2565635126
110379347,624923095
714839685,624923095
791771665835458560,624923095
1550701339,624923095
119412777,70666161
519403698,889923975563882497
360564115,305268579
113925365,305268579
734114026708475904,1326481188643540993
1329338715425136641,1326481188643540993
1268246761447067652,1326481188643540993
4119626644,496150923
4559385197,496150923
533125583,798863367196839936
3062082700,798863367196839936
2340289856,798863367196839936
3019461083,2869586871
953604352303947776,2869586871
2538755274,2869586871
1206866599644422144,2869586871
1099230704469270528,2869586871
1431182124716118022,2869586871
1012138788,925681486472282112
191384735,925681486472282112
122462516,925681486472282112
1048288820167360514,925681486472282112
459395437,925681486472282112
3041525356,831475600359571460
953553849402429440,831475600359571460
364875200,831475600359571460
824943963018784771,831475600359571460
4119626644,831475600359571460
1143045858,831475600359571460
907003734655422469,274897511
733305085518831616,274897511
932218828465102848,1264176953793433602
1126448006230937601,1264176953793433602
1332112269795319809,1264176953793433602
502866724,813299189752983552
1181148534231490560,1326205149652639747
2194851722,880347195819646977
88897287,3319323340
1079778314666024960,3319323340
243163115,3319323340
3459395253,765091846926266368
192669829,1085989328101302273
720514685565583360,1085989328101302273
1000540062,1085989328101302273
2806070131,766233489532416000
213566261,766233489532416000
1436173974,766233489532416000
1435124327712690180,766233489532416000
884107813940842496,2447780737
98914851,2469489836
1867517864,2469489836
3987843927,994838521033756672
1126908327210958848,994838521033756672
94513864,233449127
1240252237496139776,961685703850692609
1009333033,961685703850692609
16658066,961685703850692609
764575749198192640,961685703850692609
907003734655422469,962450798520209408
764575749198192640,962450798520209408
33482612,962450798520209408
594112759,962450798520209408
2399966502,962450798520209408
941650250523201536,962450798520209408
840872460090265600,155602392
256196333,155602392
1342732249,1887315308
137098901,993095994
2273347152,993095994
1324038750,993095994
26460492,993095994
270590041,738436872
301045554,2578704234
2807785586,2578704234
33842121,2578704234
276578380,2578704234
1079778314666024960,747786506689982464
3049972011,1243331363945828352
217168395,1243331363945828352
1193986172281856000,1243331363945828352
1655044951,1243331363945828352
339638354,1243331363945828352
953604352303947776,1243331363945828352
1356356503662374917,389369287
3450868761,389369287
3090601395,949630954838118402
280534430,1131316832
1138769709527158784,1131316832
2195610588,2970526948
3010809119,2970526948
2381944874,2970526948
3246174526,2970526948
882002382,2970526948
75419154,127943240
820197004055871490,127943240
1090745884579647488,127943240
1321807779456274432,1447407745
1325855979704115200,1447407745
1079778314666024960,1186201737830551553
720514685565583360,1209167881478512644
364875200,1209167881478512644
760916749944512512,1209167881478512644
24154628,1209167881478512644
20530141,1209167881478512644
1332112269795319809,1209167881478512644
1258282194373672960,1209167881478512644
502866724,1209167881478512644
4084752742,1209167881478512644
2506720242,1439844719140409351
256615757,1439844719140409351
14459469,54115590
36081485,54115590
276578380,356826523
1253983933546496000,1128885450402353152
829697711284899840,1128885450402353152
2393160098,1128885450402353152
32126588,828944391251382272
1048288820167360514,785063789314048000
1325855979704115200,1360289167519981573
63669383,379784883
1351152841,379784883
977640312322641922,1128006379191635968
2940020577,1128006379191635968
20530141,1128006379191635968
3401074565,555277903
15626165,461173720
1271617172,461173720
14251976,22763539
1379984834,22763539
457503046,22763539
19761787,22763539
14256196,22763539
727635205905854465,755720370418749440
810975665889705984,755720370418749440
